ep-09-01-12-012.xml	 Order of business Mr President , ladies and gentlemen , everyone is aware of the situation in Gaza . That we should discuss __it__ here in Parliament is perfectly natural . 	 Ordre de les travaux à le nom de le groupe Verts / ALE . - Monsieur le Président , chers collègues , la situation à Gaza est connue de tous . Que nous en discutions ici à le Parlement est naturel . 	3	11.5	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-016.xml	 The Amsterdam test allows Member States to provide funding for new media services by public broadcasters . It protects the ability to keep up with changes in our fast - moving media environment . At the same time , it is also in the public interest to maintain the incentives for private operators . Innovation by both public and private broadcasters is important for realising the Lisbon objectives , and __it__ goes without saying that public broadcasters will also remain free to launch any kind of new service on a commercial basis in the future without prior assessment . 	 Le test d' Amsterdam permet à les États membres de fournir un financement pour les nouveaux services de médias par les organismes de radiodiffusion publique . Il protège la capacité à répondre à les changements dans notre environnement médiatique en évolution constante . En même temps , il va également de l' intérêt public de conserver les incitants pour les opérateurs privés . L' innovation par les organismes de radiodiffusion publique et privée est importante pour réaliser les __objectifs__ de Lisbonne , et il va sans dire que les radiodiffuseurs publics demeureront à l' avenir aussi libres de lancer tout type de nouveau service sur une base commerciale sans évaluation préalable . 	187	240.17	 it 	 objectifs	 unknown_ref 	pleonastic_ref
ep-09-01-12-017.xml	 Trade and economic relations with Western Balkans ( short presentation ) rapporteur . - ( NL ) Mr President , I should like to take this opportunity to present my report on trade and economic relations with the western Balkans . __It__ is not without a reason that I started this report by reiterating the European perspective of those countries . 	 Relations économiques et commerciales avec les Balkans occidentaux ( brève présentation ) rapporteur . - ( NL ) Monsieur le Président , je tiens à saisir l' opportunité qui m' est donnée pour vous présenter mon rapport sur les relations économiques et commerciales avec les Balkans occidentaux . __Le__ fait que j' aie commencé ce rapport en réitérant la perspective européenne de ces pays n' est nullement fortuit . 	3	4.1	 it 	 le	 nominal_ref 	pleonastic_ref
ep-09-01-12-017.xml	 The Member States can also play an important role in this by providing specific training to local public servants . This will grant those countries more official capacity to formulate their own ambitious projects that are eligible for EU funding . Mr President , when I first started work on this report , the first thing I did was pay a visit to my country 's Economic Affairs Department in the Hague , where I was pleased to hear that the Dutch Government had taken on board a government - to -government approach . This is something I described in my report as an example that is worth following , not because __it__ is a Dutch approach , but because it is tailored to , and meets the calls from , the western Balkan states themselves to support the accession process actively and appropriately . 	 Les États membres peuvent eux aussi jouer un rôle crucial en ce sens en fournissant une formation spécifique à les fonctionnaires publics . Cela permettrait à ces pays de bénéficier d' une capacité plus officielle de formuler leurs propres projets ambitieux éligibles à le financement de l' Union européenne . Monsieur le Président , lorsque j' ai commencé à travailler sur ce rapport , je me suis immédiatement rendu à le département de les affaires économiques de mon pays situé à La Haye , où j' ai été ravi de constater que le gouvernement néerlandais avait déjà entamé une approche intergouvernementale . Cet élément est d' ailleurs décrit dans mon rapport comme un exemple à suivre , non pas parce qu' il s' agit d' une approche néerlandaise , mais parce qu' elle est taillée sur mesure et répond à les demandes de les États de les Balkans occidentaux eux-mêmes en vue d' un soutien actif et approprié à le processus d' adhésion . 	15	18.19	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-017.xml	 The Member States can also play an important role in this by providing specific training to local public servants . This will grant those countries more official capacity to formulate their own ambitious projects that are eligible for EU funding . Mr President , when I first started work on this report , the first thing I did was pay a visit to my country 's Economic Affairs Department in the Hague , where I was pleased to hear that the Dutch Government had taken on board a government - to -government approach . This is something I described in my report as an example that is worth following , not because it is a Dutch approach , but because __it__ is tailored to , and meets the calls from , the western Balkan states themselves to support the accession process actively and appropriately . 	 Les États membres peuvent eux aussi jouer un rôle crucial en ce sens en fournissant une formation spécifique à les fonctionnaires publics . Cela permettrait à ces pays de bénéficier d' une capacité plus officielle de formuler leurs propres projets ambitieux éligibles à le financement de l' Union européenne . Monsieur le Président , lorsque j' ai commencé à travailler sur ce rapport , je me suis immédiatement rendu à le département de les affaires économiques de mon pays situé à La Haye , où j' ai été ravi de constater que le gouvernement néerlandais avait déjà entamé une approche intergouvernementale . Cet élément est d' ailleurs décrit dans mon rapport comme un exemple à suivre , non pas parce qu' il s' agit d' une approche néerlandaise , mais parce qu' elle est taillée sur mesure et répond à les demandes de les États de les Balkans occidentaux eux-mêmes en vue d' un soutien actif et approprié à le processus d' adhésion . 	15	18.27	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-017.xml	 The Union should endeavour to adopt an external energy policy . I am also member of the Committee on Foreign Affairs . A number of years ago , we adopted a solid report with a view to adopting a European external policy in the area of energy . Well , just look at the present situation , reinforcing , as __it__ does , this appeal from the European Parliament to the Commission and Council . 	 L' Union devrait d' ailleurs tenter d' adopter une politique énergétique extérieure à cet égard . Je suis également membre de la commission de les affaires étrangères . Il y a quelques années , nous avons adopté un rapport solide visant à établir une politique extérieure européenne dans le domaine énergétique . Or , la situation actuelle est un véritable plaidoyer en faveur de cet appel lancé par le Parlement __européen__ à la Commission et à le Conseil . 	20	24.13	 it 	 européen	 unknown_ref 	nominal_ref
ep-09-01-12-017.xml	 In short , I may be concluding this report this evening , but the work is not done by a long shot , not for me and not for the European institutions . If we really want to bring that region closer to Brussels and actually demonstrate this by our level of dedication and active support , we have every right to demand that the reform process , the accession , be met with commitment , and this should also be evident . __It__ was a real joy for me to work on this report , and I hope that it will be followed up in separate reports for the individual western Balkan countries . 	 J' espère d' ailleurs pouvoir me rendre en Albanie la semaine prochaine . En bref , il est possible que je conclue mon rapport ce soir , mais nous ne pouvons , ni moi ni les institutions européennes , considérer le travail comme finalisé sans avoir mené à le préalable une étude en profondeur . Si nous voulons réellement rapprocher cette région de Bruxelles et prouver nos intentions par notre degré d' implication et de support actif , nous sommes en droit de demander que les procédures de réforme et d' adhésion soient remplies par un engagement , ce qui devrait également être évident . __Ce__ fut un réel plaisir pour moi de travailler sur ce rapport et j' espère qu' il découlera sur d' autres travaux individualisés pour chaque pays de les Balkans occidentaux . 	27	31.1	 it 	 ce	 unknown_ref 	pleonastic_ref
ep-09-01-12-017.xml	 In short , I may be concluding this report this evening , but the work is not done by a long shot , not for me and not for the European institutions . If we really want to bring that region closer to Brussels and actually demonstrate this by our level of dedication and active support , we have every right to demand that the reform process , the accession , be met with commitment , and this should also be evident . It was a real joy for me to work on this report , and I hope that __it__ will be followed up in separate reports for the individual western Balkan countries . 	 J' espère d' ailleurs pouvoir me rendre en Albanie la semaine prochaine . En bref , il est possible que je conclue mon rapport ce soir , mais nous ne pouvons , ni moi ni les institutions européennes , considérer le travail comme finalisé sans avoir mené à le préalable une étude en profondeur . Si nous voulons réellement rapprocher cette région de Bruxelles et prouver nos intentions par notre degré d' implication et de support actif , nous sommes en droit de demander que les procédures de réforme et d' adhésion soient remplies par un engagement , ce qui devrait également être évident . Ce fut un réel plaisir pour moi de travailler sur __ce__ rapport et j' espère qu' il découlera sur d' autres travaux individualisés pour chaque pays de les Balkans occidentaux . 	27	31.18	 it 	 ce	 unknown_ref 	nominal_ref
ep-09-01-12-017.xml	 The vote will take place on Tuesday at 12 noon . Written Statement ( Rule 142 ) I would like to express my support and appreciation of the report presented by Mr Belder as __it__ recommends specific economic measures aimed at the European perspective of the peoples of the Western Balkans . 	 Le vote aura lieu mardi à 12 heures . Déclaration écrite ( article 142 ) par écrit . - ( RO ) Je tiens à exprimer mon soutien et mon appréciation envers le rapport présenté par M. Belder , car il conseille de prendre de les mesures économiques spécifiques en accord avec les perspectives européennes de les citoyens de les Balkans occidentaux . 	52	59.18	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-018.xml	 The common agricultural policy and global food security ( short presentation ) The next item is the report by Mrs McGuinness , on behalf of the Committee on Agriculture and Rural Development , on the common agricultural policy and global food security . rapporteur . - Mr President , when I initiated this report the issue of global food security was very high on the political agenda and , to some extent , __it__ has slipped from the highlights . 	 La politique agricole commune et la sécurité alimentaire mondiale ( brève présentation ) L' ordre de le jour appelle le rapport de Mme McGuinness , à le nom de la commission de l' agriculture et de le développement rural , sur la politique agricole commune et la sécurité alimentaire mondiale . rapporteure . - ( EN ) Monsieur le Président , lorsque j' ai commencé ce rapport , la question de la sécurité alimentaire mondiale figurait parmi les priorités de le calendrier politique et , dans une certaine mesure , elle a perdu sa place . 	3	3.29	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-018.xml	 The next item is the report by Mrs McGuinness , on behalf of the Committee on Agriculture and Rural Development , on the common agricultural policy and global food security . rapporteur . - Mr President , when I initiated this report the issue of global food security was very high on the political agenda and , to some extent , it has slipped from the highlights . But __it__ is certainly an issue that is of concern because there are still upwards of one billion people globally who suffer hunger or malnutrition . 	 L' ordre de le jour appelle le rapport de Mme McGuinness , à le nom de la commission de l' agriculture et de le développement rural , sur la politique agricole commune et la sécurité alimentaire mondiale . rapporteure . - ( EN ) Monsieur le Président , lorsque j' ai commencé ce rapport , la question de la sécurité alimentaire mondiale figurait parmi les priorités de le calendrier politique et , dans une certaine mesure , elle a perdu sa place . Néanmoins , __il__ s' agit évidemment d' une question préoccupante , car il y a toujours plus d' un milliard de personnes dans le monde qui souffrent de la faim ou de la malnutrition . 	4	4.2	 it 	 il	 nominal_ref 	nominal_ref
ep-09-01-12-018.xml	 But it is certainly an issue that is of concern because there are still upwards of one billion people globally who suffer hunger or malnutrition . Thirty thousand children die of hunger and poverty - related illnesses a day . These are horrific statistics and __it__ makes the issue of how we produce sufficient food and give people access to that food a key issue . 	 Néanmoins , il s' agit évidemment d' une question préoccupante , car il y a toujours plus d' un milliard de personnes dans le monde qui souffrent de la faim ou de la malnutrition . Chaque jour , trente mille enfants meurent de faim et de maladies liées à la pauvreté . Ces statistiques sont horribles et __elles__ indiquent que toute la question est de savoir comment nous produisons suffisamment de nourriture et donnons à les gens l' accès à cette nourriture . 	6	6.6	 it 	 elles	 unknown_ref 	nominal_ref
ep-09-01-12-018.xml	 These are horrific statistics and it makes the issue of how we produce sufficient food and give people access to that food a key issue . I would like to thank the Commission for working with me in drafting this report and also the very many committees in the House , in particular the Committee on Development , which were obviously involved in its production . In four minutes __it__ is impossible to do justice to what is in the report , but let me just highlight some of the issues which I believe are of importance . 	 Ces statistiques sont horribles et elles indiquent que toute la question est de savoir comment nous produisons suffisamment de nourriture et donnons à les gens l' accès à cette nourriture . J' aimerais remercier la Commission pour m' avoir aidée à rédiger le projet de ce rapport et aussi les très nombreuses commissions de l' Assemblée , en particulier la commission de le développement , qui ont manifestement participé à sa production . __En__ quatre minutes , il est impossible de rendre justice à le contenu de le rapport , mais permettez -moi de souligner certaines de les questions qui , selon moi , sont importantes . 	8	8.4	 it 	 en	 pleonastic_ref 	pleonastic_ref
ep-09-01-12-018.xml	 I would like to thank the Commission for working with me in drafting this report and also the very many committees in the House , in particular the Committee on Development , which were obviously involved in its production . In four minutes it is impossible to do justice to what is in the report , but let me just highlight some of the issues which I believe are of importance . Firstly , the fact that I have put the common agricultural policy and global food security in the one heading suggests that the old practice of bashing the common agricultural policy and blaming __it__ for all the ills of the developing world has moved on , and that we are now aware that the common agricultural policy has provided food security for European citizens , and that as a model it can provide lessons for what we need to do in the developing world in terms of food production . 	 J' aimerais remercier la Commission pour m' avoir aidée à rédiger le projet de ce rapport et aussi les très nombreuses commissions de l' Assemblée , en particulier la commission de le développement , qui ont manifestement participé à sa production . En quatre minutes , il est impossible de rendre justice à le contenu de le rapport , mais permettez -moi de souligner certaines de les questions qui , selon moi , sont importantes . D' abord , le fait que j' aie placé la politique agricole commune et la sécurité alimentaire mondiale dans une seule rubrique laisse penser que la vieille habitude de critiquer la politique agricole commune et de la blâmer pour tous les maux de le monde en développement est repartie et qu' à présent nous sommes conscients que cette politique a fourni une sécurité alimentaire à les citoyens européens , et qu' en tant que modèle , elle peut donner de les leçons quant à ce que nous devons faire dans le monde en développement en termes de production alimentaire . 	9	9.34	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-018.xml	 I would like to thank the Commission for working with me in drafting this report and also the very many committees in the House , in particular the Committee on Development , which were obviously involved in its production . In four minutes it is impossible to do justice to what is in the report , but let me just highlight some of the issues which I believe are of importance . Firstly , the fact that I have put the common agricultural policy and global food security in the one heading suggests that the old practice of bashing the common agricultural policy and blaming it for all the ills of the developing world has moved on , and that we are now aware that the common agricultural policy has provided food security for European citizens , and that as a model __it__ can provide lessons for what we need to do in the developing world in terms of food production . 	 J' aimerais remercier la Commission pour m' avoir aidée à rédiger le projet de ce rapport et aussi les très nombreuses commissions de l' Assemblée , en particulier la commission de le développement , qui ont manifestement participé à sa production . En quatre minutes , il est impossible de rendre justice à le contenu de le rapport , mais permettez -moi de souligner certaines de les questions qui , selon moi , sont importantes . D' abord , le fait que j' aie placé la politique agricole commune et la sécurité alimentaire mondiale dans une seule rubrique laisse penser que la vieille habitude de critiquer la politique agricole commune et de la blâmer pour tous les maux de le monde en développement est repartie et qu' à présent nous sommes conscients que cette politique a fourni une sécurité alimentaire à les citoyens européens , et qu' en tant que modèle , elle peut donner de les leçons quant à ce que nous devons faire dans le monde en développement en termes de production alimentaire . 	9	9.71	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-018.xml	 In four minutes it is impossible to do justice to what is in the report , but let me just highlight some of the issues which I believe are of importance . Firstly , the fact that I have put the common agricultural policy and global food security in the one heading suggests that the old practice of bashing the common agricultural policy and blaming it for all the ills of the developing world has moved on , and that we are now aware that the common agricultural policy has provided food security for European citizens , and that as a model it can provide lessons for what we need to do in the developing world in terms of food production . __It__ is very clear that we have allowed agriculture development to slip down the political and development agenda over the last decade or so . 	 En quatre minutes , il est impossible de rendre justice à le contenu de le rapport , mais permettez -moi de souligner certaines de les questions qui , selon moi , sont importantes . D' abord , le fait que j' aie placé la politique agricole commune et la sécurité alimentaire mondiale dans une seule rubrique laisse penser que la vieille habitude de critiquer la politique agricole commune et de la blâmer pour tous les maux de le monde en développement est repartie et qu' à présent nous sommes conscients que cette politique a fourni une sécurité alimentaire à les citoyens européens , et qu' en tant que modèle , elle peut donner de les leçons quant à ce que nous devons faire dans le monde en développement en termes de production alimentaire . __Il__ est évident que , depuis une dizaine d' années , nous avons laissé le développement de l' agriculture glisser à le bas de la liste de le calendrier politique et de le développement . 	10	10.1	 it 	 il	 pleonastic_ref 	pleonastic_ref
ep-09-01-12-018.xml	 That is not the case today , although I think , since the food price hike , we are beginning to refocus on agriculture , both in the EU and globally . That means allowing those countries which have the resources to grow food to do that , to help them and their small - scale farmers produce food locally to meet their needs . __It__ involves not just the provision of the basis ingredients of food production , such as seeds and fertilisers , but also the know - how , the advisory services , the assistance to farming families in the developing world to allow them to produce to meet their own needs . 	 Ce n' est plus le cas aujourd'hui , même si je pense que , depuis la hausse de les prix de l' alimentation , nous commençons à nous recentrer sur l' agriculture , à la fois dans l' Union européenne et sur le plan mondial . Cela signifie qu' il faut permettre à les pays qui en ont les moyens de cultiver leurs terres , afin de les aider et d' aider leurs petits exploitants agricoles à produire leur nourriture localement pour répondre à leurs besoins . __Il__ ne s' agit pas simplement de fournir les ingrédients de base de la production alimentaire , comme les graines et les engrais , mais également d' inculquer le savoir-faire , d' offrir les services de conseil et d' assistance à les exploitations familiales dans le monde en développement afin de leur permettre de produire en fonction de leurs propres besoins . 	14	14.1	 it 	 il	 nominal_ref 	event_ref
ep-09-01-12-018.xml	 That means allowing those countries which have the resources to grow food to do that , to help them and their small - scale farmers produce food locally to meet their needs . It involves not just the provision of the basis ingredients of food production , such as seeds and fertilisers , but also the know - how , the advisory services , the assistance to farming families in the developing world to allow them to produce to meet their own needs . __It__ can be done . 	 Cela signifie qu' il faut permettre à les pays qui en ont les moyens de cultiver leurs terres , afin de les aider et d' aider leurs petits exploitants agricoles à produire leur nourriture localement pour répondre à leurs besoins . Il ne s' agit pas simplement de fournir les ingrédients de base de la production alimentaire , comme les graines et les engrais , mais également d' inculquer le savoir-faire , d' offrir les services de conseil et d' assistance à les exploitations familiales dans le monde en développement afin de leur permettre de produire en fonction de leurs propres besoins . __Cet__ objectif est réalisable . 	15	15.1	 it 	 cet	 unknown_ref 	event_ref
ep-09-01-12-018.xml	 It can be done . We have examples of Malawi and other countries that have managed to come from situations of extreme famine to producing food . __It__ takes public policy initiatives to do it . It also requires that the European Union , given its huge involvement in the developing world , urges countries to look at their agriculture and begin stimulating food production in their own countries . 	 Cet objectif est réalisable . Nous avons de les exemples de le Malawi et d' autres pays qui ont réussi à se tirer de situations de famine extrême et à produire leur nourriture . À cette __fin__ , de les initiatives sont nécessaires en matière de politique publique . Il est aussi nécessaire que l' Union européenne , étant donné son immense participation à le monde en développement , encourage vivement les pays à examiner leur agriculture et à commencer la production alimentaire dans leurs propres pays . 	17	17.1	 it 	 fin	 unknown_ref 	pleonastic_ref
ep-09-01-12-018.xml	 It can be done . We have examples of Malawi and other countries that have managed to come from situations of extreme famine to producing food . It takes public policy initiatives to do __it__ . It also requires that the European Union , given its huge involvement in the developing world , urges countries to look at their agriculture and begin stimulating food production in their own countries . 	 Cet objectif est réalisable . Nous avons de les exemples de le Malawi et d' autres pays qui ont réussi à se tirer de situations de famine extrême et à produire leur nourriture . À cette fin , de les initiatives sont __nécessaires__ en matière de politique publique . Il est aussi nécessaire que l' Union européenne , étant donné son immense participation à le monde en développement , encourage vivement les pays à examiner leur agriculture et à commencer la production alimentaire dans leurs propres pays . 	17	17.8	 it 	 nécessaires	 unknown_ref 	event_ref
ep-09-01-12-018.xml	 It can be done . We have examples of Malawi and other countries that have managed to come from situations of extreme famine to producing food . It takes public policy initiatives to do it . __It__ also requires that the European Union , given its huge involvement in the developing world , urges countries to look at their agriculture and begin stimulating food production in their own countries . 	 Cet objectif est réalisable . Nous avons de les exemples de le Malawi et d' autres pays qui ont réussi à se tirer de situations de famine extrême et à produire leur nourriture . À cette __fin__ , de les initiatives sont nécessaires en matière de politique publique . Il est aussi nécessaire que l' Union européenne , étant donné son immense participation à le monde en développement , encourage vivement les pays à examiner leur agriculture et à commencer la production alimentaire dans leurs propres pays . 	17	18.1	 it 	 fin	 unknown_ref 	event_ref
ep-09-01-12-018.xml	 We have examples of Malawi and other countries that have managed to come from situations of extreme famine to producing food . It takes public policy initiatives to do it . It also requires that the European Union , given its huge involvement in the developing world , urges countries to look at their agriculture and begin stimulating food production in their own countries . The issue of supply and demand is a very delicate one because there is a growing world population - __it__ will increase by 40 % by 2050 - so we are going to have to look at these issues . 	 Nous avons de les exemples de le Malawi et d' autres pays qui ont réussi à se tirer de situations de famine extrême et à produire leur nourriture . À cette fin , de les initiatives sont nécessaires en matière de politique publique . Il est aussi nécessaire que l' Union européenne , étant donné son immense participation à le monde en développement , encourage vivement les pays à examiner leur agriculture et à commencer la production alimentaire dans leurs propres pays . La question de l' offre et la demande est très délicate , car la population mondiale augmente - __elle__ augmentera de 40 % d' ici 2050 - donc nous allons devoir examiner ces questions . 	18	19.20	 it 	 elle	 nominal_ref 	nominal_ref
ep-09-01-12-018.xml	 I believe that we have not done enough in terms of research and development . We , in Europe , had looked towards producing less food and therefore perhaps had not looked at the need to look at the efficiencies of agricultural production and the need to produce more into the future . One of the key messages that I really want to get across in the short time I have is to say that farmers worldwide will produce food if they can make an income from doing __it__ , so the pressure on policymakers is to get that right , to provide the policies that will give farmers stable incomes . How do we do that ? 	 Je crois que nous n' avons pas fait assez en termes de recherche et de développement . En Europe , nous avons cherché à produire moins de nourriture et donc peut-être que nous n' avons pas pris en compte la nécessité d' examiner le rendement de la production agricole et la nécessité de produire davantage à l' avenir . Un de les messages essentiels que je veux vraiment faire passer pendant le peu de temps dont je dispose est le suivant : les agriculteurs de le monde entier produiront de la nourriture s' ils peuvent en tirer de les revenus , donc la pression sur les décideurs politiques vise à appliquer cette mesure correctement , à fournir les politiques qui donneront à les agriculteurs de les revenus stables . Comment y parvenir? 	23	24.36	 it 	 empty	 unknown_ref 	event_ref
ep-09-01-12-018.xml	 Those farmers will not produce as much in the next season , and that could exacerbate the longer - term problem of global food security . There is a lot in this report . I hope colleagues can support __it__ and again I thank the many people who took a great interest in it . 	 Ces agriculteurs ne produiront pas autant à le cours de la prochaine saison , et cela pourrait exacerber à plus long terme le problème de la sécurité alimentaire mondiale . Ce rapport est dense en informations . J' espère que de les collègues pourront __le__ soutenir et je voudrais à nouveau remercier les nombreuses personnes qui l' ont suivi avec beaucoup d' intérêt . 	29	33.6	 it 	 le	 nominal_ref 	nominal_ref
ep-09-01-12-018.xml	 Those farmers will not produce as much in the next season , and that could exacerbate the longer - term problem of global food security . There is a lot in this report . I hope colleagues can support it and again I thank the many people who took a great interest in __it__ . 	 Ces agriculteurs ne produiront pas autant à le cours de la prochaine saison , et cela pourrait exacerber à plus long terme le problème de la sécurité alimentaire mondiale . Ce rapport est dense en informations . J' espère que de les collègues pourront le soutenir et je voudrais à nouveau remercier les nombreuses personnes qui l' ont suivi avec beaucoup d' intérêt . 	29	33.20	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-018.xml	 Member of the Commission . - Mr President , the Commission welcomes the report prepared by Ms McGuinness and the intense debate which has taken place in the various EP committees on the elements surrounding this very topical subject , which range from trade to biofuels , price monitoring , investment policy , the financial crisis , climate change and water use in agriculture . The Commission shares the broad analysis on the causes of the food crisis which hit many developing countries in the first part of 2008 . The Commission will continue to analyse the link between food prices and energy prices . The causality issue is a highly complex one as __it__ involves the interplay of a number of demand and supply factors . 	 membre de la Commission . - ( EN ) Monsieur le Président , la Commission se félicite de le rapport préparé par Madame McGuiness et de l' intense débat qui a eu lieu dans les différentes commissions de le Parlement européen à le sujet de les éléments qui entourent ce sujet d' une actualité brûlante , qui couvre un large éventail de questions telles que le commerce , les biocarburants , le contrôle de les prix , la politique d' investissement , la crise financière , le changement climatique et l' utilisation de l' eau dans l' agriculture . La Commission partage la vaste analyse portant sur les causes de la crise alimentaire qui a frappé de nombreux pays en développement à le cours de la première partie de l' année 2008 . La Commission poursuivra son analyse de le lien entre les prix de l' alimentation et les prix de l' énergie . La question de la causalité est extrêmement complexe , car elle implique une interaction de nombreux facteurs liés à l' offre et à la demande . 	32	37.10	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-018.xml	 Even if the EU moves closer to its 10 % target , the impact on food prices will be limited , in particular for two reasons : first , more and more biofuels will come from non-food feedstocks or will be made from residues or waste . Second , the efficiency of techniques for producing biofuels will further improve , and average yields can also be expected to continue to increase . A sustainable EU biofuels policy is overall a pro-poor policy . __It__ will provide additional opportunities for the two thirds of the world 's poor who live in rural areas and thus depend on a thriving agricultural sector . 	 Même si l' Union européenne se rapproche de sa cible de 10 % , l' impact sur les prix de l' alimentation sera limité , en particulier pour deux raisons . D' abord , de plus en plus de biocarburants proviendront de matières premières non alimentaires ou seront tirés de résidus ou de déchets . Ensuite , l' efficacité de les techniques visant à produire de les biocarburants s' améliorera davantage , et les taux de rendement moyens devraient aussi continuer à augmenter . __Une__ politique européenne durable en matière de biocarburants est globalement une politique en faveur de les pauvres . Elle offrira de les opportunités supplémentaires à les deux tiers de les personnes défavorisées dans le monde qui vivent dans de les zones rurales et qui dépendent donc d' un secteur agricole prospère . 	38	45.1	 it 	 une	 unknown_ref 	nominal_ref
ep-09-01-12-018.xml	 The health check which was recently agreed will modernise , simplify and streamline the CAP and remove restrictions on farmers , thus helping them to respond better to signals from the market and to face new challenges . The agreement on the health check abolishes arable set - aside , increases milk quotas gradually leading up to their abolition in 2015 , and converts market intervention into a genuine safety net . New challenges , such as climate change , water management , renewable energy and biodiversity , which will have an impact on developing countries , have also been addressed in __it__ . 	 Le contrôle sanitaire qui a été décidé récemment modernisera , simplifiera et rationalisera la PAC et il supprimera les restrictions imposées à les agriculteurs , ce qui les aidera donc à mieux répondre à les signaux émis par le marché et à faire face à les nouveaux défis . L' accord à le sujet de le contrôle sanitaire abolit le retrait de les terres arables , augmente les quotas laitiers graduellement en vue de leur abolition en 2015 et transforme l' intervention sur le marché en un authentique filet de sécurité . Les nouveaux défis tels que le changement climatique , la gestion de l' eau , l' énergie renouvelable et la biodiversité , qui auront un impact sur les pays en développement , ont également été abordés dans cet accord . 	44	51.31	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-018.xml	 These elements indicate that the crisis will not be short - lived and that public policies as a whole will have to be rethought in order to improve production methods and the regulation of international markets . I believe that the CAP , with its excesses and imperfections ironed out , could become an example of effective , fair and responsible policy , rising to the food challenge and uniting at the same time the economy , society and the environment . __It__ should also help developing countries by sharing European techniques , knowledge and experience . 	 Ces éléments indiquent que la crise ne sera pas passagère et qu' il faudra repenser globalement les politiques publiques afin d' améliorer les méthodes de production et la régulation de les marchés internationaux . Je considère que la PAC , corrigée de ses excès et imperfections , pourrait devenir un exemple de politique efficace , équitable et responsable , répondant à le défi alimentaire , alliant à la fois économie , social et environnement . __Elle__ doit également aider les pays en développement par un partage de les techniques , de les connaissances et de l' expérience européennes . 	66	74.1	 it 	 elle	 nominal_ref 	nominal_ref
ep-09-01-12-018.xml	 a global food and food reserve inventory ; a European system for monitoring the market and recording changes in prices of agricultural product and inputs , which could be combined with a similar international system under the auspices of the FAO . __It__ would also be a good idea for the future agreement on the Doha Round to include emergencies during which food aid can be provided , because the provisions to date are not binding . 	 un inventaire mondial de l' approvisionnement et de les réserves alimentaires ; un système européen pour surveiller le marché et enregistrer les modifications de prix de les produits et intrants agricoles , qui pourrait être combiné à un système international similaire sous les auspices de l' OAA . Il conviendrait également de retenir l' idée , en vue d' __un__ accord à venir sur le cycle de Doha , de prévoir de les situations d' urgence durant lesquelles une aide alimentaire pourrait être fournie ; en effet , les dispositions actuelles ne sont pas contraignantes . 	75	83.1	 it 	 un	 unknown_ref 	pleonastic_ref
ep-09-01-12-018.xml	 That is why I tabled a number of amendments within the Committee on Agriculture and Rural Development that are aimed at making this report more ambitious and , in particular , at proposing that the European Commission adopt a comprehensive strategy on food security issues , thus making the Union 's Community policies as a whole more consistent . While I am delighted that this text emphasises the CAP 's crucial role in achieving the objective of food security , I regret that the rapporteur is in favour of aligning agricultural policy more with the market and that she accuses environmental protection initiatives of being responsible for a reduction in agricultural production within Europe . This statement is in my view completely misguided , and , on the contrary , I feel __it__ is necessary to take hold of the climate -change problem in order to develop new models that are designed to produce more and better . 	 C' est pourquoi j' avais déposé en commission AGRI un certain nombre d' amendements visant à rendre ce rapport plus ambitieux et notamment à proposer que la Commission européenne adopte une stratégie globale sur les questions de sécurité alimentaire , permettant davantage de cohérence entre toutes les politiques communautaires de l' Union . Si je me réjouis que ce texte insiste sur le rôle capital de la PAC pour atteindre l' objectif de sûreté alimentaire , je regrette que la rapporteure défende une orientation accrue de la politique agricole vers le marché et accuse les initiatives de protection de l' environnement d' être responsables d' une réduction de la production agricole en Europe . Cette affirmation est à mes yeux totalement erronée et il me semble à le contraire nécessaire de se saisir de la problématique de le changement climatique pour valoriser de nouveaux modèles visant à produire plus et mieux . 	86	96.18	 it 	 empty	 unknown_ref 	pleonastic_ref
ep-09-01-12-018.xml	 Lastly , in view of the increased trade in animals and plants , the EU has a duty to implement an effective strategy to prevent all health crises in Europe . This strategy should be based on prevention , traceability and responsiveness . In this respect , the recent decision of the Council of Ministers to strengthen and harmonise the import control arrangements will mean that our fellow citizens can be given a better guarantee of the quality of foodstuffs . Now more than ever agriculture is playing a central role in the areas of growth and development . We must therefore protect __it__ at all costs ! 	 Enfin , compte tenu de l' accroissement de les échanges d' animaux et de végétaux , l' UE se doit de mettre en œuvre une stratégie efficace pour prévenir toute crise sanitaire en Europe basée sur la prévention , la traçabilité et la réactivité . En ce sens , la récente décision de le Conseil de les Ministres de renforcer et d' harmoniser les dispositifs de contrôle à l' importation permettra de mieux garantir la qualité de les produits alimentaires à nos concitoyens . L' agriculture joue plus __que__ jamais un rôle central en matière de croissance et de développement . Nous devons donc à tout prix la protéger ! 	94	107.5	 it 	 que	 unknown_ref 	nominal_ref
